User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
10366046,0,59,166.0,73.0,23.0,101.0,40.4,130.84291
11523134,0,23,169.0,71.0,16.0,102.0,40.1,83.59849
12275702,1,49,164.0,63.0,5.0,91.0,38.9,21.592142
11190411,1,25,157.0,57.0,23.0,107.0,40.8,157.69112
19686449,0,20,188.0,84.0,27.0,104.0,41.0,142.6886
15565644,1,28,163.0,66.0,15.0,94.0,40.1,68.66507
10154011,0,60,182.0,90.0,11.0,90.0,40.2,69.78679
12676049,1,29,178.0,77.0,15.0,95.0,40.4,83.90275
10228092,0,40,184.0,87.0,5.0,88.0,39.5,30.037739
18997284,0,26,191.0,93.0,17.0,96.0,40.3,79.5557
10836250,1,26,176.0,76.0,19.0,97.0,40.4,90.45577
15883541,0,25,158.0,58.0,6.0,90.0,39.2,18.97721
16990389,1,60,190.0,87.0,3.0,84.0,38.9,18.697336
17046329,0,25,181.0,81.0,23.0,101.0,40.8,126.04108
14136420,1,39,165.0,65.0,19.0,106.0,40.6,151.1044
13138092,1,30,153.0,53.0,26.0,108.0,40.6,161.42526
16655537,0,23,198.0,100.0,12.0,90.0,40.4,55.15519
16245184,1,37,148.0,51.0,29.0,108.0,40.6,183.54414
19157340,1,22,147.0,47.0,17.0,101.0,40.3,99.57909
19810083,1,26,170.0,68.0,23.0,105.0,40.7,140.9392
19821989,1,56,167.0,60.0,12.0,86.0,40.2,62.30533
17219988,0,43,171.0,79.0,30.0,115.0,40.8,228.20267
19572798,1,38,169.0,65.0,14.0,94.0,40.1,71.94439
18360844,0,24,179.0,80.0,14.0,90.0,40.7,52.399857
13918575,1,25,164.0,63.0,21.0,101.0,40.7,130.62437
15319150,1,31,163.0,62.0,4.0,88.0,39.1,22.53593
16112624,1,54,151.0,57.0,25.0,115.0,40.4,215.0498
11099585,1,34,190.0,91.0,12.0,89.0,40.2,54.37287
17300463,1,28,176.0,72.0,27.0,112.0,40.7,174.27142
17118372,0,24,191.0,95.0,6.0,88.0,39.3,21.966272
14435543,1,27,167.0,69.0,15.0,90.0,40.4,71.173805
10908558,1,35,154.0,57.0,19.0,94.0,40.6,97.98038
14181557,0,49,183.0,89.0,25.0,111.0,40.8,211.00023
17152651,0,36,185.0,91.0,2.0,91.0,38.1,8.126979
10192977,1,58,192.0,83.0,18.0,101.0,40.8,125.068726
19584135,1,40,157.0,61.0,12.0,92.0,40.0,59.81497
19445771,0,31,179.0,77.0,24.0,97.0,40.8,111.30169
11294536,0,50,182.0,86.0,17.0,101.0,40.3,117.36644
12845462,0,36,202.0,109.0,6.0,87.0,39.1,16.271284
10578158,1,34,163.0,61.0,13.0,96.0,40.1,72.472374
19789364,1,78,153.0,54.0,13.0,84.0,40.3,65.83728
12301038,0,41,178.0,76.0,28.0,104.0,40.8,159.66013
18976127,0,41,172.0,71.0,7.0,87.0,39.5,27.635006
11460469,0,24,178.0,77.0,19.0,98.0,40.1,70.094604
15238405,1,67,173.0,69.0,20.0,105.0,40.5,153.209
18559105,1,47,179.0,75.0,25.0,110.0,40.7,175.02898
12761860,1,42,154.0,52.0,17.0,101.0,40.6,124.30644
12777201,1,25,180.0,75.0,23.0,97.0,40.6,101.166985
11084582,0,25,179.0,78.0,17.0,101.0,40.3,90.528564
11393152,1,58,165.0,68.0,6.0,88.0,39.4,34.894905
12327773,0,68,191.0,98.0,22.0,99.0,41.0,169.95471
12038545,0,24,181.0,91.0,14.0,97.0,40.4,80.40596
17593004,0,38,192.0,92.0,21.0,104.0,40.6,143.92287
11708341,1,26,164.0,59.0,23.0,108.0,40.5,149.88373
10753818,0,64,178.0,83.0,24.0,103.0,41.0,179.72717
10608177,1,49,174.0,75.0,7.0,93.0,39.2,32.356125
11267944,1,73,158.0,57.0,29.0,103.0,40.9,164.13034
19795364,0,27,180.0,86.0,24.0,107.0,40.7,148.59781
14290814,0,66,171.0,72.0,18.0,105.0,40.5,167.98085
19222644,0,39,199.0,104.0,26.0,101.0,40.7,145.20616
12847212,1,30,168.0,62.0,6.0,76.0,39.4,16.849575
11986136,0,76,187.0,96.0,12.0,96.0,40.1,87.902115
11830053,0,60,193.0,90.0,15.0,95.0,40.0,80.52352
14737350,0,54,188.0,90.0,23.0,108.0,40.9,199.86043
15294669,1,49,166.0,66.0,11.0,89.0,39.6,39.248734
17146724,1,24,173.0,66.0,7.0,82.0,39.3,21.237123
17490159,1,28,161.0,57.0,6.0,83.0,39.5,24.691702
15501381,0,72,197.0,102.0,25.0,106.0,40.9,218.79536
16736138,0,32,171.0,78.0,29.0,112.0,40.9,194.98479
18493316,1,36,159.0,59.0,17.0,93.0,40.3,81.329315
17497515,0,65,204.0,103.0,14.0,93.0,40.1,84.96051
14364172,1,36,163.0,67.0,27.0,97.0,40.7,110.13381
14217831,1,32,159.0,63.0,23.0,103.0,40.3,117.25914
10483147,0,42,180.0,84.0,2.0,80.0,38.6,7.0923657
18046507,0,34,191.0,94.0,29.0,109.0,40.9,191.55463
12414011,0,34,181.0,78.0,3.0,86.0,38.2,6.194862
10710546,0,26,191.0,86.0,8.0,83.0,39.3,18.315056
16175343,0,31,203.0,105.0,29.0,113.0,40.8,214.77649
12020646,1,64,157.0,63.0,17.0,105.0,40.1,116.15034
13611443,0,34,185.0,93.0,20.0,99.0,40.3,92.11512
16383525,0,63,204.0,112.0,29.0,110.0,40.4,250.34154
17841776,0,44,194.0,87.0,27.0,108.0,40.8,195.1116
10735479,0,36,190.0,96.0,17.0,90.0,40.3,66.16163
13117699,0,41,173.0,71.0,28.0,104.0,41.2,169.70644
16042685,0,73,168.0,77.0,18.0,97.0,40.3,114.00879
10315558,0,31,186.0,85.0,28.0,106.0,40.8,160.27252
12304455,0,22,179.0,73.0,10.0,84.0,39.9,23.108223
15503276,1,34,161.0,56.0,18.0,102.0,40.6,128.08658
10565624,1,21,168.0,65.0,25.0,109.0,40.3,142.81453
12458510,1,22,145.0,50.0,3.0,89.0,38.7,15.736327
13885247,0,33,190.0,97.0,24.0,100.0,40.8,132.73459
11572170,1,51,157.0,60.0,21.0,103.0,40.4,129.24338
19911268,0,45,195.0,99.0,2.0,83.0,37.9,4.383681
12859596,1,33,175.0,67.0,25.0,101.0,41.1,146.87776
15376017,0,47,198.0,97.0,7.0,91.0,39.3,30.981468
19921858,1,70,175.0,74.0,9.0,79.0,40.0,38.888504
19187230,1,77,160.0,63.0,8.0,92.0,39.5,42.683056
10874559,1,35,172.0,71.0,11.0,85.0,39.9,38.160103
11746700,1,44,161.0,60.0,2.0,89.0,38.4,13.254207
10952850,1,71,164.0,60.0,18.0,97.0,40.5,111.069664
16785115,1,54,174.0,75.0,9.0,87.0,39.6,36.530075
14951529,1,63,166.0,68.0,26.0,108.0,40.8,175.55243
13846186,1,50,149.0,55.0,13.0,101.0,40.4,112.70289
10590765,0,63,200.0,105.0,15.0,102.0,40.3,130.22298
15032837,1,30,163.0,58.0,22.0,109.0,40.5,157.63095
15511677,1,33,163.0,57.0,4.0,84.0,38.7,12.454977
18148848,0,38,189.0,91.0,24.0,100.0,40.5,116.42263
13172849,0,20,183.0,81.0,17.0,97.0,40.5,81.02953
18401432,1,67,159.0,62.0,13.0,94.0,40.2,83.03451
14857446,0,24,188.0,90.0,14.0,103.0,40.1,81.435616
12734403,0,30,197.0,103.0,27.0,109.0,40.5,171.33698
11693744,1,35,145.0,49.0,18.0,103.0,40.2,104.08808
10622381,1,63,176.0,79.0,29.0,111.0,40.5,183.50902
18548803,1,50,157.0,60.0,6.0,91.0,39.4,30.63559
18119523,0,33,200.0,101.0,17.0,98.0,40.5,100.95227
13991141,1,36,163.0,58.0,4.0,84.0,39.0,16.51584
10677750,0,75,187.0,97.0,7.0,84.0,39.1,26.98638
17724752,0,56,184.0,93.0,13.0,97.0,39.9,76.96127
17047475,1,50,182.0,75.0,22.0,111.0,40.6,169.16785
18908393,0,24,183.0,80.0,27.0,116.0,40.6,191.17584
19475479,1,32,172.0,72.0,8.0,80.0,39.5,21.78543
10854360,0,49,193.0,100.0,22.0,99.0,40.5,121.998886
17425584,1,77,170.0,65.0,3.0,89.0,39.0,17.9855
15539064,0,67,171.0,75.0,19.0,97.0,40.5,121.82415
14130669,0,23,182.0,81.0,30.0,112.0,41.0,185.0154
15015988,0,37,192.0,95.0,21.0,98.0,40.7,117.743484
13741485,1,35,163.0,59.0,20.0,107.0,40.6,151.74211
13015812,0,34,185.0,83.0,23.0,97.0,40.8,113.2765
13939844,1,49,168.0,67.0,21.0,98.0,40.4,108.24402
13135068,1,69,156.0,61.0,8.0,83.0,39.4,31.281162
13286573,0,49,194.0,101.0,16.0,103.0,40.4,128.88924
19246830,1,41,150.0,51.0,22.0,95.0,40.2,89.882904
18976105,0,42,195.0,95.0,17.0,105.0,40.2,119.10711
14714345,0,52,188.0,93.0,21.0,107.0,40.6,176.00462
18319225,1,26,158.0,60.0,12.0,91.0,40.0,54.16682
14775199,1,79,178.0,80.0,25.0,104.0,40.5,158.00513
10074404,0,72,172.0,82.0,19.0,107.0,40.5,166.01744
16366307,0,34,195.0,92.0,10.0,91.0,39.9,45.754375
13945114,1,60,152.0,50.0,7.0,89.0,39.8,45.632545
16749464,1,45,158.0,57.0,7.0,91.0,39.3,28.46294
18521428,0,33,188.0,92.0,19.0,98.0,40.4,91.67247
10207737,0,56,192.0,97.0,20.0,109.0,40.5,173.45251
10722362,1,21,153.0,54.0,8.0,94.0,39.8,47.89372
15316949,1,50,161.0,61.0,18.0,99.0,40.5,111.813194
14920065,0,60,184.0,86.0,27.0,105.0,41.0,206.97905
10809847,0,39,162.0,72.0,28.0,108.0,40.7,174.23862
12363678,0,48,175.0,75.0,19.0,110.0,40.7,180.69553
17804243,1,38,163.0,65.0,19.0,97.0,40.5,103.23791
15862195,0,54,190.0,95.0,22.0,110.0,40.3,179.48323
12555008,0,23,195.0,89.0,27.0,104.0,41.0,151.11037
13788834,1,72,164.0,68.0,15.0,94.0,40.2,83.041016
19113986,0,47,179.0,79.0,6.0,74.0,39.3,12.018451
19510192,1,58,170.0,72.0,8.0,103.0,39.9,73.29714
15831321,0,41,179.0,85.0,25.0,101.0,40.8,138.59276
14142930,0,62,193.0,100.0,8.0,90.0,39.4,41.036366
16036236,1,30,168.0,67.0,29.0,107.0,40.9,167.67946
19962170,1,32,156.0,56.0,23.0,113.0,40.5,169.31462
11390035,0,20,178.0,80.0,9.0,84.0,39.4,14.899473
16163940,1,53,168.0,65.0,21.0,102.0,40.5,131.08102
17847428,0,51,189.0,95.0,30.0,112.0,41.0,229.83543
18908334,0,78,177.0,86.0,23.0,100.0,40.8,180.51909
17029728,1,31,169.0,69.0,1.0,74.0,37.6,3.5781784
10082523,0,74,205.0,112.0,6.0,83.0,39.0,27.138683
15505673,1,50,177.0,70.0,22.0,106.0,40.9,163.36012
12679497,1,40,160.0,70.0,8.0,88.0,40.0,48.41804
17438788,0,41,172.0,75.0,8.0,88.0,39.7,34.005726
19382988,1,26,161.0,54.0,13.0,94.0,40.3,78.40806
13632419,0,25,185.0,89.0,27.0,104.0,40.8,148.74431
12432246,0,31,184.0,89.0,15.0,105.0,39.9,98.37522
19984594,0,20,186.0,90.0,4.0,83.0,38.8,7.9849133
14768524,1,55,176.0,72.0,5.0,84.0,39.3,24.904129
18107311,1,52,160.0,59.0,25.0,103.0,40.7,148.67317
11102823,0,60,208.0,105.0,26.0,110.0,40.6,231.95836
11337714,0,36,191.0,93.0,16.0,97.0,40.0,67.443596
15422663,1,53,168.0,69.0,11.0,89.0,40.0,52.559906
10201123,0,36,193.0,95.0,10.0,97.0,40.0,62.162117
10310404,1,23,169.0,68.0,25.0,114.0,40.9,182.07306
17001911,1,36,164.0,57.0,2.0,79.0,37.9,4.8815656
13586767,1,37,166.0,61.0,25.0,103.0,40.7,137.36165
11312954,0,48,181.0,80.0,27.0,105.0,40.6,160.44899
19873304,1,39,167.0,71.0,27.0,118.0,41.1,206.38992
10331021,0,21,205.0,103.0,7.0,88.0,39.6,25.423481
10566369,0,20,187.0,86.0,23.0,100.0,40.3,97.401794
19286727,0,57,169.0,72.0,8.0,84.0,39.7,34.767788
19845852,1,77,160.0,66.0,15.0,94.0,40.5,104.67502
18971121,0,34,184.0,85.0,19.0,109.0,40.4,148.7955
16784301,0,52,189.0,92.0,23.0,97.0,40.7,131.66263
15158798,0,70,194.0,91.0,28.0,103.0,40.8,202.64136
12730658,1,64,157.0,54.0,12.0,95.0,40.1,75.03744
16649627,0,73,198.0,101.0,18.0,97.0,40.7,163.91737
16205668,0,47,195.0,99.0,11.0,88.0,39.8,43.762836
15013894,1,39,164.0,65.0,5.0,84.0,39.2,21.649935
12286808,1,25,163.0,60.0,7.0,89.0,39.4,30.459372
10485469,0,22,165.0,67.0,27.0,119.0,40.4,193.25194
13340241,0,67,173.0,78.0,4.0,95.0,38.7,23.523705
14093741,1,64,164.0,67.0,13.0,94.0,40.2,82.46987
11983925,0,37,200.0,100.0,12.0,91.0,40.1,60.981617
11222672,0,21,184.0,78.0,19.0,100.0,40.5,87.63026
17862213,0,40,190.0,97.0,7.0,83.0,39.5,25.120386
18184462,1,36,174.0,68.0,19.0,108.0,40.1,112.390594
14919629,1,53,178.0,77.0,11.0,95.0,39.9,64.251076
17551112,0,41,192.0,99.0,22.0,98.0,40.5,112.87937
17567644,0,56,184.0,88.0,5.0,89.0,39.5,37.174076
17752929,1,29,166.0,65.0,11.0,84.0,40.0,46.715862
18452221,0,28,192.0,92.0,7.0,92.0,39.5,33.60381
15176055,0,22,191.0,88.0,10.0,90.0,39.7,35.975216
10836299,0,76,195.0,93.0,23.0,96.0,40.5,145.85123
14734299,0,73,175.0,76.0,4.0,86.0,38.9,23.304693
10567350,0,39,191.0,86.0,23.0,97.0,40.6,108.01011
13304804,1,69,162.0,59.0,11.0,95.0,39.6,55.477886
10638410,1,46,180.0,75.0,12.0,93.0,40.1,70.1685
13464795,1,30,163.0,58.0,30.0,115.0,40.6,201.78668
13693397,1,35,168.0,67.0,17.0,101.0,40.1,85.47994
14347203,1,60,176.0,71.0,24.0,107.0,41.0,175.43253
13541948,1,35,150.0,50.0,25.0,104.0,41.0,150.07997
12431875,0,26,182.0,84.0,5.0,81.0,39.1,10.671235
18290984,0,21,183.0,83.0,23.0,104.0,40.5,120.834
15699085,1,27,158.0,57.0,22.0,101.0,40.4,107.473564
17286230,1,47,172.0,69.0,21.0,97.0,40.6,102.93832
12037170,1,27,183.0,79.0,3.0,80.0,38.9,11.792066
15295331,0,49,181.0,79.0,29.0,108.0,40.7,185.60596
13302612,0,27,178.0,83.0,19.0,102.0,41.0,128.39708
14255616,0,46,194.0,91.0,14.0,91.0,40.0,57.895405
12824130,0,58,197.0,98.0,14.0,102.0,40.1,110.59822
12481603,0,27,172.0,77.0,13.0,101.0,39.9,65.48914
17977871,0,29,176.0,76.0,13.0,91.0,39.8,40.949814
10164017,0,39,197.0,96.0,3.0,78.0,38.6,5.1066227
13155595,1,56,160.0,63.0,4.0,84.0,38.7,15.946406
11627255,0,32,183.0,83.0,21.0,97.0,40.4,89.71399
12530320,1,43,169.0,67.0,5.0,80.0,39.0,14.516402
14132143,0,21,202.0,98.0,21.0,108.0,40.5,131.21724
14940695,1,76,175.0,72.0,10.0,97.0,39.8,63.164227
17806572,1,22,162.0,59.0,15.0,104.0,40.0,94.769005
14971780,0,35,200.0,99.0,24.0,104.0,40.6,146.3463
16691239,0,45,191.0,95.0,28.0,105.0,41.0,183.09853
15563989,0,32,176.0,83.0,10.0,99.0,39.7,52.140545
10679574,0,39,178.0,80.0,25.0,105.0,40.7,152.08337
10176870,1,44,174.0,75.0,27.0,105.0,40.8,158.29716
19455108,1,26,174.0,67.0,6.0,84.0,39.4,23.47495
18145627,1,42,179.0,72.0,17.0,98.0,40.1,79.93824
13361025,1,24,178.0,78.0,2.0,93.0,38.2,10.371786
19596964,0,56,186.0,93.0,14.0,91.0,40.0,64.05963
18120047,0,71,185.0,96.0,5.0,85.0,39.1,25.582699
19554783,1,37,187.0,84.0,11.0,99.0,39.9,70.43147
17873138,1,47,162.0,63.0,10.0,81.0,39.9,40.884033
12940540,0,48,167.0,67.0,29.0,112.0,40.9,212.48354
12338218,0,52,183.0,86.0,11.0,87.0,40.0,50.29345
11860761,0,40,192.0,98.0,24.0,99.0,40.4,108.29805
16221860,1,66,180.0,75.0,4.0,88.0,38.9,21.338795
14662956,1,37,157.0,59.0,16.0,94.0,40.2,81.12519
15359537,0,28,193.0,93.0,17.0,94.0,40.4,74.89164
19371363,1,59,148.0,51.0,10.0,93.0,39.7,49.788116
16364264,0,24,182.0,78.0,28.0,105.0,40.8,153.13873
15285889,1,67,162.0,62.0,26.0,93.0,40.7,119.99213
11844111,0,33,192.0,98.0,10.0,97.0,39.8,59.157143
10907293,0,34,192.0,99.0,15.0,97.0,40.1,69.62016
12870966,0,40,181.0,84.0,17.0,99.0,40.4,105.810135
17244789,0,22,193.0,85.0,28.0,116.0,41.0,202.25804
11185950,0,66,164.0,75.0,27.0,114.0,40.7,233.37181
15381308,0,42,182.0,82.0,19.0,103.0,40.2,118.05434
16193075,0,42,209.0,111.0,7.0,83.0,39.5,29.349882
19166163,0,64,203.0,97.0,23.0,106.0,40.7,185.7001
14314848,1,32,162.0,64.0,28.0,105.0,40.5,142.90318
11718003,0,24,189.0,91.0,1.0,78.0,37.7,2.2266977
17985735,0,26,182.0,83.0,27.0,107.0,41.0,165.76265
12701312,1,32,159.0,55.0,13.0,92.0,40.2,67.23714
10377282,0,51,190.0,94.0,21.0,105.0,40.4,150.54639
18979629,1,40,165.0,59.0,27.0,110.0,41.1,180.41345
15987356,1,34,179.0,74.0,25.0,101.0,40.9,139.72623
15694837,0,48,185.0,88.0,15.0,103.0,40.0,99.76025
10160535,1,21,147.0,45.0,23.0,100.0,40.6,125.85395
19295195,1,31,175.0,68.0,12.0,91.0,40.3,66.80432
19318394,0,76,193.0,103.0,18.0,95.0,40.3,117.96838
19941237,0,20,177.0,79.0,5.0,84.0,38.9,8.836791
19326172,0,22,167.0,73.0,18.0,94.0,40.7,68.0715
13422365,0,44,180.0,84.0,11.0,91.0,39.5,36.224216
16412866,1,49,173.0,67.0,10.0,85.0,39.5,30.843065
12961279,0,49,179.0,79.0,7.0,95.0,39.5,43.26438
15322514,1,46,154.0,55.0,3.0,84.0,38.6,11.401135
18742025,0,75,186.0,84.0,29.0,107.0,41.1,242.23099
19370901,1,20,167.0,58.0,5.0,76.0,39.3,14.0307045
